ActualFlightTime,ActualTotalFuel,FLownPassengers,BagsCount,FlightBagsWeight
137,6018,186,84,1090
58,2550,167,32,420
85,3460,162,55,720
161,6912,171,106,1380
72,3260,179,6,80
69,2970,176,36,470
60,2703,179,38,490
138,5710,184,61,790
127,5340,183,88,1140
149,6640,172,67,869
162,6553,183,114,1480
61,2510,169,26,340
200,8860,172,99,1289
179,7550,181,120,1690
51,2576,184,51,660
74,3300,176,6,80
110,4300,168,72,940
84,3796,163,43,560
165,6798,184,49,640
189,8158,185,79,1030
199,8594,182,70,910
86,3850,166,36,470
93,4000,173,57,740
127,5399,179,49,640
66,2750,183,32,420
113,4530,174,96,1250
163,7401,189,60,780
150,6560,176,105,1365
153,6710,166,88,1144
123,5578,174,81,1053
129,5800,176,16,210
148,6280,176,117,1500
94,4100,172,32,420
129,5800,179,32,420
107,4460,177,17,220
94,4000,180,31,400
221,9786,187,129,1679
74,3370,175,28,360
69,2860,171,35,460
120,5170,179,42,550
63,3090,173,38,490
113,5100,183,142,1849
124,5300,183,116,1510
138,5960,183,112,1460
145,6429,183,75,980
87,3780,159,71,920
75,3700,178,60,780
57,2900,178,18,230
215,9524,188,65,850
216,9668,173,46,600
34,1820,168,10,130
69,2735,172,35,455
77,3140,146,30,390
140,5830,179,79,1030
83,3530,183,42,550
120,5238,179,32,441
93,4280,154,46,600
126,4970,145,25,330
112,4570,152,38,490
120,5130,180,72,940
90,3770,177,38,490
174,7791,186,125,1629
43,2070,176,27,351
109,5080,172,58,750
99,4050,159,46,600
97,4186,173,41,530
94,3970,179,32,420
67,2820,141,47,610
159,7049,181,93,1210
63,2854,173,31,300
116,4790,145,48,620
94,4070,171,7,90
98,4500,180,47,610
121,5134,168,8,100
121,5680,182,35,460
38,1670,153,11,140
146,6170,177,54,700
103,4080,165,28,360
62,2900,183,47,610
64,2650,141,32,420
35,1870,180,104,1350
75,3343,173,91,1180
31,1380,36,11,140
106,4485,168,41,530
161,6260,164,38,490
171,7256,156,70,910
88,3869,181,38,490
76,3378,178,38,39
119,5080,179,51,670
180,7790,182,75,975
121,5170,174,65,850
137,6246,175,101,1320
79,3430,183,56,728
119,5350,183,58,750
92,3968,153,26,338
237,10260,177,81,1050
61,2580,177,48,620
58,2620,176,29,380
175,7290,179,30,390
129,5770,177,94,1220
117,5279,184,86,1120
107,4630,181,76,990
124,6060,129,96,1250
104,4380,151,27,350
124,5456,172,46,600
111,5420,184,20,260
89,3910,152,30,390
113,5020,177,37,490
157,6740,167,54,700
68,2980,176,49,640
151,7050,180,100,1300
192,7650,188,122,1580
75,3640,173,34,440
137,6000,176,89,1160
213,9880,180,89,1150
139,6000,171,33,530
117,5090,177,19,250
243,10585,186,117,1520
83,3400,179,38,39
144,5800,182,50,650
133,5266,174,46,600
114,4850,184,57,823
103,4570,166,59,490
103,4210,179,14,180
106,4380,180,66,860
45,2160,136,17,220
140,5791,174,58,750
241,10376,164,91,1180
175,7270,185,91,1180
73,3440,178,38,490
80,3610,168,67,420
78,3256,151,33,430
226,9980,180,102,1330
113,4997,180,78,1010
185,8140,186,88,1150
103,4370,159,41,540
63,2762,171,89,150
87,3790,173,19,250
212,9200,179,82,1070
287,12450,168,113,1470
152,6584,174,72,940
87,3764,176,39,510
101,4330,171,45,590
77,3360,179,13,170
51,2470,173,10,130
82,3680,164,73,950
159,7143,186,99,1290
65,2820,178,14,250
53,2470,167,13,170
138,6120,162,65,850
76,3191,162,58,760
227,9860,182,99,1290
66,2800,174,35,455
69,3650,174,36,470
61,2800,162,43,560
97,3960,144,63,820
73,3200,184,47,683
81,3650,187,17,220
84,3580,164,58,770
78,3390,178,53,690
147,6740,184,73,950
69,3015,173,38,500
132,5590,175,66,850
167,7124,179,89,1160
70,2890,99,28,360
79,3680,179,43,560
124,5080,183,77,1000
152,6680,184,38,1239
151,6620,181,110,1430
165,7280,160,79,1030
243,10360,182,116,1510
60,2760,167,27,350
77,3400,164,96,860
121,5330,177,36,470
54,2410,154,31,400
115,4790,175,31,400
108,5052,178,95,1240
38,1800,181,41,530
157,6571,181,138,1789
118,5260,176,12,160
82,3520,180,38,490
78,3560,175,24,320
71,3040,168,63,430
258,11201,184,98,1270
59,2670,162,26,340
85,3260,122,16,210
74,3450,182,15,200
75,3490,181,23,300
132,5910,176,70,910
125,5447,151,38,490
107,4500,170,14,180
92,3938,182,25,330
126,5550,179,62,300
172,7230,184,79,1030
111,4966,153,58,754
220,9759,174,95,1240
129,6009,189,61,790
123,5000,160,44,490
108,5000,174,65,850
61,2680,171,38,490
74,3340,185,45,590
87,3819,159,26,340
108,4750,177,14,190
154,6330,185,96,1248
158,6988,180,85,1110
158,7016,188,62,810
230,10114,173,95,1240
236,10360,184,136,1768
173,7583,172,40,520
150,6350,181,123,1600
118,5454,181,38,490
115,4750,168,40,520
89,3710,180,26,340
171,7320,184,49,640
88,3501,110,9,490
102,4322,174,21,270
160,6980,183,128,1660
57,2520,175,16,210
62,2780,162,31,400
141,5950,180,68,880
68,2890,170,37,479
125,5050,172,29,380
65,2890,187,9,120
138,6100,182,105,1365
53,2600,183,20,260
193,8800,181,90,1170
117,4950,176,46,600
71,2653,176,6,80
74,3140,179,38,490
134,5550,166,87,1140
59,2580,173,49,640
76,3150,182,43,560
127,5477,187,150,1950
125,4910,177,58,730
111,4820,188,30,390
137,6055,178,61,790
153,6940,174,45,590
79,3360,175,41,530
53,2530,162,17,220
100,4549,172,24,310
173,7120,170,84,1090
83,3790,168,22,290
114,5340,181,123,1599
111,5070,169,59,770
210,9250,166,93,1210
65,2712,179,59,770
147,6080,172,27,350
100,4160,158,13,170
96,4104,152,19,240
149,6390,177,97,1270
125,5501,176,98,1280
96,4320,175,72,940
97,3800,174,20,260
141,6145,179,79,1030
58,2700,125,34,440
61,2970,174,29,370
58,2266,150,18,230
143,6290,180,69,900
102,4340,155,36,470
106,4890,176,72,940
179,7520,170,83,1080
140,5670,183,61,810
71,3560,185,39,510
73,3210,125,20,260
114,4990,184,38,490
78,3240,174,44,570
152,6700,174,99,1290
93,3600,178,22,290
236,10150,182,69,900
61,2753,112,25,320
76,3400,179,37,480
130,5290,165,105,1365
148,6394,174,38,490
160,6590,182,38,490
60,2680,167,32,420
64,3120,168,16,210
119,4750,169,50,650
58,2860,146,32,420
146,5850,176,100,1300
157,6400,181,99,1290
91,3790,178,56,730
213,9356,174,90,1170
72,3151,178,45,590
143,6363,181,45,590
93,4010,175,24,310
55,2540,171,53,689
43,1830,160,6,80
66,2860,97,19,247
79,3430,183,78,520
51,2410,165,38,490
50,2400,171,37,480
124,5180,175,38,490
82,3611,176,65,850
64,2740,146,30,390
37,1650,159,9,120
66,2740,161,17,220
97,4650,180,32,420
143,6380,180,96,1250
51,2309,157,24,310
108,4330,137,29,380
51,2220,176,37,480
29,1440,161,24,312
31,1340,65,10,130
34,1680,163,27,351
99,4408,171,42,550
126,5247,178,11,140
98,4620,170,35,460
168,7188,173,31,400
114,4990,176,60,780
61,2710,174,27,350
62,2730,182,43,560
3,2880,178,24,310
108,4500,167,52,680
68,2750,136,22,290
179,7960,180,59,770
179,7519,179,76,920
32,1614,173,77,1000
41,1920,144,38,490
70,3330,187,78,1014
83,3790,179,54,700
275,12081,164,119,1550
123,5582,175,114,1482
74,2950,176,38,490
119,5140,180,53,690
42,2077,135,19,250
173,7469,169,81,1060
166,7030,176,47,610
134,6073,171,56,730
108,4613,171,33,430
78,3460,180,35,460
73,3260,174,78,1010
89,3411,175,40,520
115,4608,177,42,550
134,5877,178,33,430
100,3990,135,60,780
148,6389,175,71,920
150,6050,177,129,1680
148,6560,178,60,780
73,3050,169,65,850
158,6862,183,116,1550
60,2800,171,18,230
158,6256,180,48,630
169,7147,172,100,1300
31,1580,159,6,80
119,5360,162,59,770
140,6030,169,38,24
123,4993,187,76,990
122,5360,183,37,480
146,6550,184,117,1520
130,5650,181,35,450
51,2400,174,17,220
176,7510,169,19,250
152,6453,173,38,490
105,4780,179,31,400
111,4780,180,23,300
219,9250,163,73,950
249,10848,185,97,1259
219,10100,182,100,1300
153,6507,180,84,1090
131,5483,178,30,390
137,6136,169,51,660
144,6362,164,29,380
53,2430,175,49,640
102,4360,176,32,454
88,4160,173,123,1599
108,4490,187,106,1300
125,5670,186,23,306
70,2980,156,26,356
178,7040,181,95,1240
93,3970,178,54,777
120,5133,180,62,810
235,10218,167,78,1010
128,5910,179,29,360
140,6403,186,112,1460
139,5977,166,27,350
147,6458,184,83,1080
189,8150,177,93,1210
195,8740,180,56,730
176,7546,175,85,1110
173,7670,181,99,1290
145,6260,172,75,980
75,3540,164,50,650
98,4353,174,35,450
42,2260,154,17,230
48,2150,170,5,70
169,7576,179,84,1090
88,3680,177,21,270
72,3000,156,20,260
64,3270,175,30,390
71,3170,180,19,250
77,3390,177,55,720
55,2350,163,6,80
78,3630,176,46,600
95,4208,169,72,940
135,5650,178,87,1130
146,6220,171,93,1320
285,12010,172,38,490
72,3060,154,10,130
68,3160,176,93,1220
134,5619,170,36,470
57,2740,182,19,247
50,2530,177,13,170
51,2521,165,29,370
229,9895,164,60,780
51,2300,170,30,390
96,4030,147,15,200
34,1550,146,38,490
68,3020,174,52,680
97,4160,181,104,1350
240,10077,155,99,1290
88,3727,177,18,230
48,2250,184,28,360
68,3250,171,52,680
208,9070,163,102,1330
68,3020,180,41,530
199,9097,182,92,1230
155,6580,180,79,1030
33,1620,167,8,104
114,4880,180,61,800
122,5310,182,61,790
116,5190,175,35,460
116,5247,174,26,340
148,6470,168,21,270
158,6700,178,135,890
111,4490,167,35,460
138,6290,172,54,700
121,5480,176,124,1610
178,7740,186,157,1699
81,3180,167,32,410
133,5550,175,48,630
150,6766,184,138,1210
170,7360,182,86,1120
81,3590,162,49,300
56,2430,165,38,490
137,5700,179,51,660
31,1470,159,9,120
175,7210,173,36,470
55,2240,164,17,220
136,6020,181,59,770
87,3814,174,91,740
32,1520,174,53,690
22,1252,177,35,460
37,1880,169,8,100
160,6923,184,123,1600
259,11430,185,134,1740
261,11528,172,107,1390
73,3040,180,38,490
83,3510,181,98,730
168,6750,166,28,370
74,3640,181,27,350
74,3640,175,24,310
92,3650,157,45,590
74,3460,171,22,290
58,3283,178,25,330
156,6893,178,57,740
49,2280,176,4,50
55,2370,159,12,150
88,3973,173,31,400
87,3550,163,45,590
145,6649,185,73,930
84,3620,177,28,360
100,4190,184,29,380
67,2920,184,22,280
144,5905,183,39,510
61,2550,171,23,300
86,3880,183,38,490
84,3100,133,51,660
86,3580,175,26,340
95,4110,183,54,710
77,3280,107,30,390
64,3180,167,81,1050
145,6108,175,56,730
89,4194,180,38,490
78,3680,174,70,909
238,10510,180,103,1340
34,1640,183,57,740
158,6780,169,55,720
131,5240,170,53,690
116,4900,178,88,1150
113,4780,175,33,430
120,4960,178,23,300
147,6410,176,61,790
142,6009,173,54,700
120,5400,187,34,440
200,8276,184,111,1440
214,8950,186,101,1310
84,4050,181,31,400
108,4450,184,107,1390
189,8621,189,100,1310
132,5670,169,40,520
56,2540,167,45,590
93,3891,167,18,230
106,4330,180,48,620
70,3050,128,17,220
75,3570,175,18,239
218,9592,180,75,980
232,9619,174,64,830
36,1930,172,37,480
163,7340,188,85,1110
149,6050,172,59,770
69,2690,120,38,490
50,2631,170,36,470
114,4970,174,73,950
106,4610,173,38,320
79,3574,183,86,1120
70,3000,126,22,250
106,4580,181,33,430
160,6780,177,105,1370
100,4340,181,96,1250
140,6154,173,72,940
53,2440,171,17,230
118,5080,167,72,940
78,3300,161,45,590
90,3770,164,9,140
145,6154,179,69,900
130,5768,169,64,830
96,4204,169,40,520
101,4380,166,53,772
66,2790,175,42,550
42,1850,175,49,640
45,2100,165,14,180
52,2450,179,8,100
127,5740,181,69,900
143,6190,177,81,1060
177,7673,176,53,690
114,5310,164,48,620
141,5630,161,131,1700
50,2653,173,48,620
52,2540,170,34,440
66,2730,167,18,234
135,5240,179,89,490
107,4520,180,72,940
54,2562,152,38,490
84,3290,146,27,350
145,6340,188,77,490
65,2880,170,10,141
48,2217,120,10,130
55,2304,100,16,208
72,2890,166,40,520
43,2040,172,27,350
34,1660,166,35,460
28,1320,169,38,490
42,2000,165,34,442
38,1880,161,35,455
35,1580,172,45,585
34,1560,171,24,312
97,4217,168,24,310
123,5140,180,70,910
62,2800,171,16,210
253,11000,189,126,1640
170,7220,187,97,1270
41,1680,165,7,90
44,1891,106,13,169
122,5090,165,49,640
114,4770,173,72,940
41,1880,173,92,1196
74,3100,152,9,110
96,4272,177,52,630
85,3800,178,22,290
128,5500,175,34,440
191,8930,176,70,910
117,5250,154,50,650
153,6770,167,30,390
82,3720,154,25,320
65,2760,165,38,490
179,7340,172,56,730
92,3670,145,49,640
29,1480,161,40,520
82,3710,163,40,520
77,3420,180,96,1250
205,9090,168,74,960
122,4980,179,95,1240
142,6370,180,38,490
141,6320,182,125,1140
163,6848,182,95,1240
159,6310,176,121,1579
115,5100,156,53,689
176,7791,181,49,640
157,6789,174,44,570
157,6694,188,59,770
125,5700,176,106,1380
160,6870,173,88,1140
111,4510,176,59,770
52,2600,166,31,400
172,7170,181,112,490
142,6344,180,18,230
127,5810,179,20,260
153,6100,178,82,1070
115,5240,176,26,340
112,4900,174,41,530
179,7671,189,52,680
114,5460,186,29,380
146,6620,172,38,490
236,10585,181,98,1280
132,5680,178,59,770
73,3242,170,63,820
224,9504,176,98,1270
94,3818,150,34,490
86,3650,168,38,490
147,6620,182,64,829
101,4000,178,21,270
142,6167,166,31,410
146,6590,159,42,550
101,4760,183,64,830
140,5913,175,37,558
111,4780,172,25,330
115,4934,169,43,560
40,1780,161,7,90
247,10770,185,83,1080
134,6100,182,88,1140
116,5027,178,59,770
77,3439,183,75,980
132,5900,184,92,1210
150,6080,163,38,490
194,8399,180,104,980
60,2580,180,62,810
78,3252,180,38,490
194,8635,186,97,1270
242,10499,179,113,1470
107,4900,169,54,700
163,7304,180,86,1120
144,6530,188,61,800
50,2300,180,13,170
130,5670,167,51,660
131,5710,171,33,430
204,8600,173,53,690
128,5180,174,59,770
219,9390,172,50,650
148,6781,187,103,1340
93,4200,184,38,490
91,3580,150,19,250
65,3020,162,7,90
64,2930,170,15,200
252,10830,184,142,1299
76,2980,184,16,210
144,5840,179,34,442
173,7730,175,71,930
80,3410,171,50,650
76,3060,163,35,460
112,4803,179,94,1220
67,2730,174,12,160
226,9850,184,94,1220
111,4560,176,55,840
76,3180,179,44,570
63,2900,158,40,520
42,2080,172,9,120
39,2050,173,43,560
44,2104,150,12,150
70,3260,185,24,310
171,7600,175,63,820
96,3792,123,21,270
76,3250,182,31,400
155,6594,181,78,1010
142,5805,182,115,1500
134,5646,185,38,490
167,6480,136,38,490
139,5990,182,67,870
74,3370,181,53,690
149,6430,176,41,530
147,6385,175,96,1248
102,4770,182,39,510
140,5678,180,53,690
97,4500,179,17,220
111,4910,177,74,450
47,2280,183,38,490
47,2160,164,39,510
102,4220,172,84,1100
127,5440,184,87,1130
106,4800,182,34,440
99,4180,179,38,490
124,5460,183,125,1630
142,5620,155,31,400
243,10394,178,133,1730
97,4240,181,77,1000
60,2980,173,18,230
98,4310,184,127,1650
135,5931,176,26,340
119,4900,183,132,1190
102,4340,184,55,720
96,4500,152,37,480
87,4048,185,61,790
91,3800,173,57,740
223,9260,164,83,1080
70,2960,168,36,540
35,1680,183,33,430
120,4910,164,15,190
151,6313,184,56,730
143,6271,175,81,1053
42,2241,139,5,70
166,6600,179,61,790
90,4330,178,20,260
38,1980,165,12,160
49,2310,171,10,130
139,6280,179,102,1326
161,7070,184,38,48
159,7084,180,74,960
143,6330,176,47,611
108,4690,180,111,1440
92,3900,181,38,490
158,7097,181,135,1759
96,4295,177,32,410
106,4800,185,27,350
163,6893,183,120,1560
63,3061,176,85,1110
99,4748,181,46,600
81,3550,162,39,510
97,4236,186,45,590
87,3810,166,47,610
81,3600,180,52,746
97,4290,171,85,1105
167,7537,186,137,1290
150,6380,175,38,490
86,3610,170,65,840
242,10607,167,92,1200
229,9918,170,81,1050
123,5090,171,82,1070
91,3890,180,53,690
118,5620,183,60,780
77,3420,189,25,320
84,3678,169,30,400
97,4380,182,82,1060
70,3061,176,35,460
79,3180,149,17,220
161,7120,172,56,720
88,3760,186,126,1640
122,5039,189,61,790
136,6200,179,99,1290
84,3640,181,26,340
96,4190,168,30,390
158,6762,177,119,1550
158,6240,182,38,490
98,4230,181,68,880
255,10549,178,86,1120
160,7047,185,53,690
86,3630,181,2,30
80,3428,185,76,990
69,3379,181,58,750
139,5900,176,70,910
106,4560,177,32,420
122,5075,183,85,1110
205,8570,183,60,780
228,9396,178,38,490
78,3206,116,29,463
72,3230,170,34,430
100,4440,163,12,160
124,5150,176,59,770
155,6562,178,96,1390
118,5080,178,53,690
45,2120,162,11,140
137,6110,166,45,590
49,2050,106,10,130
205,8921,167,74,960
172,7737,183,61,790
98,4635,181,25,330
160,6803,171,72,936
132,5987,165,26,340
152,6517,180,132,1709
117,4960,168,65,850
117,4880,179,22,290
115,4620,163,31,400
96,3980,165,20,260
103,4490,175,32,420
95,4130,178,72,940
67,3100,170,8,100
119,4970,167,14,180
107,4770,183,102,1330
120,5360,176,104,1350
125,5830,184,38,490
54,2380,175,20,260
76,3330,172,35,460
38,1900,137,3,40
77,3160,137,42,546
116,4550,168,31,400
63,2613,84,9,110
63,2640,122,18,230
52,2390,157,38,490
72,3020,175,48,624
102,4280,169,54,710
81,3520,170,45,590
84,3810,175,25,330
52,2358,165,16,210
52,2510,187,19,250
97,4440,163,31,400
57,2460,162,49,640
59,2730,180,34,442
54,2300,154,16,350
54,2194,129,25,325
151,6350,177,51,670
45,2190,171,56,728
45,2070,111,16,325
35,1920,181,17,220
42,2020,159,46,598
40,1940,165,30,390
42,1810,161,31,403
33,1467,84,12,160
43,2150,168,4,52
43,2090,183,11,140
46,2120,170,36,468
45,1889,155,12,156
87,4350,169,37,480
48,2349,180,50,650
116,4861,172,92,1196
61,2503,174,17,220
142,6299,180,41,530
41,2150,133,1,10
92,4073,159,27,351
96,3788,168,44,580
186,8122,156,31,400
132,6010,181,100,1300
94,3940,181,23,300
129,5800,180,119,1540
101,4150,159,27,350
115,5080,185,28,360
36,2000,175,55,710
27,1430,169,49,640
112,4810,177,47,610
65,2862,178,38,490
74,3490,168,20,260
112,4170,26,38,490
74,3680,167,67,420
104,4130,172,56,730
83,3710,172,38,490
136,5880,175,38,490
39,1941,140,17,220
103,4160,177,110,1430
159,6460,183,88,1150
148,6444,178,79,1030
141,6090,180,38,490
134,5958,170,48,620
109,4657,172,84,620
91,3900,171,122,1586
90,3877,176,106,1380
138,5650,180,34,440
152,6030,163,52,680
71,3060,171,59,320
40,1650,148,13,170
74,3270,178,52,680
110,4990,186,21,270
107,4720,173,35,450
76,3170,156,38,490
122,5360,168,38,500
118,5120,185,29,380
91,3720,154,26,340
252,10790,166,80,1040
184,7790,181,52,680
221,9410,176,38,490
153,6750,181,19,250
215,9270,180,79,1030
112,4960,177,50,650
131,5592,175,45,580
140,5954,179,71,930
53,2480,158,14,180
111,4280,167,76,990
123,5370,172,31,399
120,4900,181,78,1010
145,6220,181,61,931
146,6170,182,96,1250
141,6231,180,34,440
79,3220,151,23,300
69,3229,169,13,170
112,4750,185,65,850
35,1633,131,38,490
170,7030,165,33,450
143,6591,164,30,390
74,3380,172,45,585
103,4220,185,93,1210
244,10480,178,115,1489
228,9650,170,115,1500
126,5501,181,46,600
154,6762,188,83,1080
165,7211,182,90,1170
131,5590,172,37,480
110,4716,182,88,1140
121,5238,174,92,1200
132,5340,180,114,1489
138,6180,176,78,1010
168,7442,176,97,1260
94,4090,162,21,270
156,6571,184,61,490
143,6410,179,94,1220
136,6040,161,62,800
89,3710,165,22,290
106,4250,176,26,340
110,4440,178,29,380
146,6560,183,150,1950
69,3194,177,42,550
108,4789,173,27,350
122,5190,177,106,1380
75,3420,178,26,340
74,2790,177,33,430
95,3950,179,32,420
66,2740,181,13,170
142,6308,183,79,1030
96,4000,156,41,530
65,2970,175,40,520
129,5710,187,148,1920
60,2820,178,19,250
52,2770,185,1,10
90,3750,158,65,550
68,2930,176,67,870
75,3270,185,15,200
42,2280,174,27,350
36,1580,152,3,40
88,3696,174,29,380
86,3770,184,13,170
97,4440,178,107,1390
157,6893,164,71,930
80,3506,151,30,390
71,3210,168,21,270
77,3338,182,42,550
34,1540,135,25,325
111,4850,164,46,600
120,5120,164,13,170
120,5300,157,34,440
121,5020,170,30,390
113,4930,176,66,860
